Tokens,Tags,Polarities
"['The', 'door', 'is', 'dark', 'cool', 'and', 'soothing', 'while', 'the', 'foods', 'presentation', 'is', 'spectacular', 'considering', 'the', 'low', 'prices']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['The', 'door', 'is', 'dark', 'cool', 'and', 'soothing', 'while', 'the', 'foods', 'presentation', 'is', 'spectacular', 'considering', 'the', 'low', 'prices']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'Waitstaff', 'were', 'very', 'nice', 'and', 'suggested', 'swordfish', 'for', 'my', 'husband', 'he', 'enjoyed', 'his', 'meal']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'Waitstaff', 'were', 'very', 'nice', 'and', 'suggested', 'swordfish', 'for', 'my', 'husband', 'he', 'enjoyed', 'his', 'meal']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'Waitstaff', 'were', 'very', 'nice', 'and', 'suggested', 'swordfish', 'for', 'my', 'husband', 'he', 'enjoyed', 'his', 'meal']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['The', 'setting', 'is', 'casual', 'and', 'romantic']","[0, 1, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1]"
"['Terrible', 'terrible', 'management', 'deserves', 'to', 'be', 'shut-down']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"['Great', 'friendly', 'service', 'Last', 'seating', 'Last', 'Delivery', 'Excellent', 'such']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Great', 'friendly', 'service', 'Last', 'seating', 'Last', 'Delivery', 'Excellent', 'such']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['Great', 'friendly', 'service', 'Last', 'seating', 'Last', 'Delivery', 'Excellent', 'such']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['Great', 'friendly', 'service', 'Last', 'seating', 'Last', 'Delivery', 'Excellent', 'such']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['The', 'deserts', 'are', 'more', 'appealing', 'then', 'stuffy', 'overpriced', 'French', 'restaurant']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'Italian', 'food', 'has', 'flavor', 'LRB', 'that', 'can', 'be', 'sort', 'of', 'surprising', 'on', 'the', 'UES', 'RRB', 'and', 'the', 'service', 'turns', 'from', 'a', 'nightmare', 'to', 'attentive', 'they', 'sort', 'of', 'remind', 'me', 'of', 'the', 'of', 'Yankees', 'of', 'the', 'late', '90', 's', 'no', 'matter', 'how', 'bad', 'it', 'look', 'you', 'knew', 'that', 'there', 'was', 'a', 'rally', 'just', 'around', 'the', 'corner']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'found', 'the', 'food', 'to', 'be', 'outstanding', 'particularly', 'the', 'salmon', 'dish', 'I', 'had']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'found', 'the', 'food', 'to', 'be', 'outstanding', 'particularly', 'the', 'salmon', 'dish', 'I', 'had']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1]"
"['Size', 'is', 'home', 'to', 'creative', 'and', 'unique', 'rolls', 'not', 'to', 'found', 'anywhere', 'else']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['Baluchi', 's', 'has', 'solid', 'food', 'and', 'a', 'nice', 'door', 'at', 'reasonable', 'prices']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Baluchi', 's', 'has', 'solid', 'food', 'and', 'a', 'nice', 'door', 'at', 'reasonable', 'prices']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['Baluchi', 's', 'has', 'solid', 'food', 'and', 'a', 'nice', 'door', 'at', 'reasonable', 'prices']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Ilio', 'the', 'owner', 'is', 'often', 'sitting', 'in', 'the', 'front', 'table', 'greeting', 'guests', 'as', 'they', 'come', 'and', 'go']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'have', 'been', 'to', 'spice', 'three', 'times', 'twice', 'during', 'lunch', 'and', 'once', 'at', 'dinner']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
"['I', 'have', 'been', 'to', 'spice', 'three', 'times', 'twice', 'during', 'lunch', 'and', 'once', 'at', 'dinner']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['Houses', 'were', 'excellent', 'lobster', 'ravioli', 'was', 'VERY', 'salt']","[1, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Houses', 'were', 'excellent', 'lobster', 'ravioli', 'was', 'VERY', 'salt']","[1, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[-1, -1, -1, -1, 0, 0, -1, -1, -1, -1]"
"['A', 'cheap', 'eat', 'for', 'NYC', 'but', 'not', 'for', 'dose']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['A', 'cheap', 'eat', 'for', 'NYC', 'but', 'not', 'for', 'dose']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'atmosphere', 'is', 'noisy', 'and', 'the', 'waters', 'are', 'literally', 'walking', 'around', 'doing', 'things', 'as', 'fast', 'as', 'they', 'can']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'seafood', 'is', 'amazing', 'there', 's', 'a', 'good', 'wine', 'list', 'and', 'the', 'ever-changing', 'menu', 'always', 'offers', 'some', 'great', 'surprise']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'seafood', 'is', 'amazing', 'there', 's', 'a', 'good', 'wine', 'list', 'and', 'the', 'ever-changing', 'menu', 'always', 'offers', 'some', 'great', 'surprise']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'seafood', 'is', 'amazing', 'there', 's', 'a', 'good', 'wine', 'list', 'and', 'the', 'ever-changing', 'menu', 'always', 'offers', 'some', 'great', 'surprise']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['i', 'do', 'it', 'usually', 'order', 'wine', 'with', 'indian', 'so', 'i', 'ca', 'it', 'comment', 'on', 'their', 'wine', 'list', 'or', 'their', 'wines']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['i', 'do', 'it', 'usually', 'order', 'wine', 'with', 'indian', 'so', 'i', 'ca', 'it', 'comment', 'on', 'their', 'wine', 'list', 'or', 'their', 'wines']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['i', 'do', 'it', 'usually', 'order', 'wine', 'with', 'indian', 'so', 'i', 'ca', 'it', 'comment', 'on', 'their', 'wine', 'list', 'or', 'their', 'wines']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1]"
"['i', 'do', 'it', 'usually', 'order', 'wine', 'with', 'indian', 'so', 'i', 'ca', 'it', 'comment', 'on', 'their', 'wine', 'list', 'or', 'their', 'wines']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['Pastrami', 'or', 'corner', 'beef', 'are', 'juice', 'and', 'piled', 'high', 'LRB', 'ask', 'for', 'extra', 'rye', 'bread', 'RRB']","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Pastrami', 'or', 'corner', 'beef', 'are', 'juice', 'and', 'piled', 'high', 'LRB', 'ask', 'for', 'extra', 'rye', 'bread', 'RRB']","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1]"
"['LRB', '200', 'for', '2', 'glasses', 'of', 'champagne', 'not', 'too', 'expensive', 'bottle', 'of', 'wine', 'and', '2', 'after', 'dinner', 'drinks', 'RRB']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 2, 2, 0, 0]","[-1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['LRB', '200', 'for', '2', 'glasses', 'of', 'champagne', 'not', 'too', 'expensive', 'bottle', 'of', 'wine', 'and', '2', 'after', 'dinner', 'drinks', 'RRB']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 2, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1]"
"['LRB', '200', 'for', '2', 'glasses', 'of', 'champagne', 'not', 'too', 'expensive', 'bottle', 'of', 'wine', 'and', '2', 'after', 'dinner', 'drinks', 'RRB']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 2, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1]"
"['Really', 'though', 'where', 's', 'the', 'reasoning']","[0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 0, -1]"
"['The', 'food', 'was', 'just', 'of', 'at', 'least', 'for', 'what', 'food', 'was', 'available']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'food', 'was', 'just', 'of', 'at', 'least', 'for', 'what', 'food', 'was', 'available']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['The', 'witness', 'was', 'very', 'patient', 'with', 'us', 'and', 'the', 'food', 'is', 'phenomena']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'witness', 'was', 'very', 'patient', 'with', 'us', 'and', 'the', 'food', 'is', 'phenomena']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['The', 'absence', 'was', 'nice', 'but', 'service', 'was', 'it', 'so', 'great']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'absence', 'was', 'nice', 'but', 'service', 'was', 'it', 'so', 'great']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]"
"['Solid', 'wine', 'list', 'knowledgeable', 'staff', 'friendly', 'owners', 'and', 'an', 'adventurous', 'ever-changing', 'menu', 'keep', 'us', 'coming', 'back']","[0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Solid', 'wine', 'list', 'knowledgeable', 'staff', 'friendly', 'owners', 'and', 'an', 'adventurous', 'ever-changing', 'menu', 'keep', 'us', 'coming', 'back']","[0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Solid', 'wine', 'list', 'knowledgeable', 'staff', 'friendly', 'owners', 'and', 'an', 'adventurous', 'ever-changing', 'menu', 'keep', 'us', 'coming', 'back']","[0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Solid', 'wine', 'list', 'knowledgeable', 'staff', 'friendly', 'owners', 'and', 'an', 'adventurous', 'ever-changing', 'menu', 'keep', 'us', 'coming', 'back']","[0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['The', 'people', 'that', 'work', 'there', 'are', 'always', 'so', 'friendly', 'you', 'forget', 'you', 'are', 'in', 'New', 'Work', 'sometimes']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['He', 'did', 'it', 'even', 'see', 'a', 'menu', 'as', 'our', 'waiter', 'described', 'both', 'the', 'special', 'and', 'the', 'main', 'dishes']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['He', 'did', 'it', 'even', 'see', 'a', 'menu', 'as', 'our', 'waiter', 'described', 'both', 'the', 'special', 'and', 'the', 'main', 'dishes']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['He', 'did', 'it', 'even', 'see', 'a', 'menu', 'as', 'our', 'waiter', 'described', 'both', 'the', 'special', 'and', 'the', 'main', 'dishes']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['He', 'did', 'it', 'even', 'see', 'a', 'menu', 'as', 'our', 'waiter', 'described', 'both', 'the', 'special', 'and', 'the', 'main', 'dishes']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
"['The', 'location', 'and', 'absence', 'is', 'K', 'but', 'the', 'food', 'is', 'what', 'makes', 'up', 'for', 'it']","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'location', 'and', 'absence', 'is', 'K', 'but', 'the', 'food', 'is', 'what', 'makes', 'up', 'for', 'it']","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'location', 'and', 'absence', 'is', 'K', 'but', 'the', 'food', 'is', 'what', 'makes', 'up', 'for', 'it']","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['otherwise', 'good', 'stuff', 'for', 'late', 'note', 'eats']","[0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['otherwise', 'good', 'stuff', 'for', 'late', 'note', 'eats']","[0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['The', 'dinner', 'was', 'ok', 'nothing', 'I', 'would', 'have', 'again']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'love', 'and', 'I', 'know', 'gourmet', 'food', 'by', 'excellence']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, 2, -1, -1, -1]"
"['I', 'plan', 'to', 'come', 'here', 'again', 'and', 'look', 'forward', 'to', 'trying', 'their', 'assortment', 'of', 'bruschetta', 'panins', 's']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['I', 'plan', 'to', 'come', 'here', 'again', 'and', 'look', 'forward', 'to', 'trying', 'their', 'assortment', 'of', 'bruschetta', 'panins', 's']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1]"
"['Two', 'people', 'in', 'our', 'party', 'felt', 'like', 'something', 'else', 'and', 'Glare', 'immediately', 'obliged', 'with', 'two', 'great', 'dishes', 'that', 'were', 'not', 'in', 'their', 'regular', 'menu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Two', 'people', 'in', 'our', 'party', 'felt', 'like', 'something', 'else', 'and', 'Glare', 'immediately', 'obliged', 'with', 'two', 'great', 'dishes', 'that', 'were', 'not', 'in', 'their', 'regular', 'menu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['He', 'offers', 'supper', 'service', 'and', 'has', 'no', 'personality']","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1]"
"['The', 'witness', 'remembers', 'me', 'and', 'is', 'very', 'friendly', 'she', 'knows', 'what', 'my', 'regular', 'is', 'and', 'that', 's', 'the', 'fried', 'mind', 'guns', 'with', 'the', 'condensed', 'milk', 'and', 'the', 'asserted', 'fruits', 'on', 'beancurd']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'witness', 'remembers', 'me', 'and', 'is', 'very', 'friendly', 'she', 'knows', 'what', 'my', 'regular', 'is', 'and', 'that', 's', 'the', 'fried', 'mind', 'guns', 'with', 'the', 'condensed', 'milk', 'and', 'the', 'asserted', 'fruits', 'on', 'beancurd']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, -1]"
"['Miner', 'food', 'at', 'gastro', 'prices', 'is', 'a', 'summer']","[0, 1, 0, 0, 1, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['Miner', 'food', 'at', 'gastro', 'prices', 'is', 'a', 'summer']","[0, 1, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, 0, -1, -1, -1, -1]"
"['While', 'we', 'thoroughly', 'enjoyed', 'the', 'food', 'it', 'was', 'annoying', 'to', 'scream', 'across', 'the', 'table', 'for', 'conversation']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'portions', 'are', 'large', 'and', 'the', 'serves', 'always', 'surprise', 'us', 'with', 'a', 'different', 'started']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'portions', 'are', 'large', 'and', 'the', 'serves', 'always', 'surprise', 'us', 'with', 'a', 'different', 'started']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'portions', 'are', 'large', 'and', 'the', 'serves', 'always', 'surprise', 'us', 'with', 'a', 'different', 'started']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['delicious', 'wages', 'especially', 'when', 'right', 'out', 'of', 'the', 'oven']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['All', 'the', 'food', 'was', 'hot', 'taste']","[0, 0, 1, 0, 0, 0, 0]","[-1, -1, 2, -1, -1, -1, -1]"
"['His', 'is', 'one', 'great', 'place', 'to', 'eat', 'penza', 'more', 'out', 'but', 'not', 'a', 'good', 'place', 'for', 'take-out', 'penza']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['His', 'is', 'one', 'great', 'place', 'to', 'eat', 'penza', 'more', 'out', 'but', 'not', 'a', 'good', 'place', 'for', 'take-out', 'penza']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]"
"['Our', 'server', 'was', 'very', 'helpful', 'and', 'friendly']","[0, 1, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1]"
"['Cry', 'green', 'carry', 'with', 'vegetables']","[0, 1, 2, 2, 2, 0]","[-1, 2, 2, 2, 2, -1]"
